,cbsacode,factor,k,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_m_eigs,FsAMI,beta,p_value,CI_lower,CI_upper,AIC,BIC,AICc,CV_RMSE_final,LASSO_R2_unused,LASSO_n_eigs_unused
10,10620.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0213408945291249,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
11,10660.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.112733809926258,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
12,10700.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0606763139238299,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
13,10740.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1217606875275798,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
14,10780.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0393744672867644,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
15,10820.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.060856275174002,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
16,10860.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0120831918406683,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
17,10900.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0012986382312938,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
18,10940.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1074775393226072,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
19,10980.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0667423032324645,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
20,11020.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.058682834973343,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
21,11060.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0422345161035835,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
22,11100.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0361111237499045,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
